Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits
RESIDENTIAL CARE ELDERLY,197606550,HEARTLAND HOME CARE,"VALENCIA, CELEDONIA P.",SVETLANA STRASHKO,(818) 992-7686,22414 HARTLAND STREET,WEST HILLS,CA,91307,LOS ANGELES,31,6,CLOSED,10/11/06,10/24/16,4/6/16,1,2,5,8
RESIDENTIAL CARE ELDERLY,197607657,HEARTLAND HOME CARE II,"HEARTLAND HOMECARE, INC.",YOLANDA DANELLI,(818) 713-1906,23433 SYLVAN STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,CLOSED,5/11/09,8/14/14,6/27/14,2,5,0,7
RESIDENTIAL CARE ELDERLY,565800259,"HEARTLAND HOME PRIMARY CARE CENTERS, INC.",HEARTLAND HOME PRIMARY CARE CENTERS,"MORTENSEN,WALTER 98",(805) 370-1336,952 E. JANSS ROAD,THOUSAND OAKS,CA,91360,VENTURA,31,6,LICENSED,8/12/97,,5/14/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,336426688,HEARTLAND MANOR,"JE MANAGEMENT, INC.",JOEL SAMSON,(951) 849-7750,178 W. PENDLETON ROAD,BANNING,CA,92220,RIVERSIDE,18,22,LICENSED,8/5/15,,7/3/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,197608979,HEARTLAND SENIOR HOME,SVETLANA STRASHKO,"STRASHKO, SVETLANA",(818) 992-7686,22414 HARTLAND STREET,WEST HILLS,CA,91307,LOS ANGELES,31,6,LICENSED,10/24/16,,11/10/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,198204651,HEARTS OF PARADISE HOME,BESSIE L. COELLO,BESSIE D CORONADO-VIGIL,(310) 292-8425,4139 W. 177TH ST.,TORRANCE,CA,90504,LOS ANGELES,28,6,LICENSED,8/5/05,,7/5/16,1,7,2,10
RESIDENTIAL CARE ELDERLY,286801547,HEARTS THAT MATTER ASSISTED LIVING,HEARTS THAT MATTER ASSISTED LIVING LLC,JASMYNE SEIBERT,(707) 365-0654,2025 CLAY ST,NAPA,CA,94559,NAPA,21,6,CLOSED,7/23/04,1/14/16,11/10/15,1,2,1,4
RESIDENTIAL CARE ELDERLY,306005256,HEARTWELL CARE VILLA,MELISSA QUALITY HOMES INC,"ALIPIO JR, IRENEO D",(714) 606-1087,5591 NORMA DRIVE,WESTMINSTER,CA,92683,ORANGE,22,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,15601425,HEATHER'S CARE HOME,"VEGA-CALUCOM, MICHELLE MARIE","VEGA-CAJUCOM, MICHELLE M",(510) 366-9955,3279 LANGHORN DRIVE,FREMONT,CA,94555,ALAMEDA,15,6,LICENSED,12/24/08,,5/5/16,1,1,1,3
RESIDENTIAL CARE ELDERLY,306001986,"HEATHERS - KENT, THE","HEATHERS SENIOR CARE, INC., THE",HEATHER ARMBRUSTER,(949) 515-8855,1615 KENT LANE,NEWPORT BEACH,CA,92660,ORANGE,22,6,LICENSED,5/27/03,,4/4/14,2,0,0,2
RESIDENTIAL CARE ELDERLY,306001983,"HEATHERS - MADISON, THE","HEATHERS SENIOR CARE, INC., THE",SUSITINA TANOAI,(714) 545-3800,3073 MADISON AVE.,COSTA MESA,CA,92626,ORANGE,22,6,CLOSED,5/27/03,2/14/14,3/4/14,1,0,1,2
RESIDENTIAL CARE ELDERLY,306001984,"HEATHERS - MCKINLEY, THE","HEATHERS SENIOR CARE, INC., THE",LINDA SWIRCK,(714) 429-9542,3129 MCKINLEY WAY,COSTA MESA,CA,92626,ORANGE,22,6,LICENSED,5/27/03,,12/17/15,3,0,0,3
RESIDENTIAL CARE ELDERLY,306001985,"HEATHERS - PIERCE, THE","HEATHERS SENIOR CARE, INC., THE",ANDREA EVANS,(714) 444-9742,3125 PIERCE AVE.,COSTA MESA,CA,92626,ORANGE,22,6,CLOSED,5/27/03,5/9/14,5/9/14,1,0,2,3
RESIDENTIAL CARE ELDERLY,306001982,"HEATHERS - PLUMER, THE","HEATHERS SENIOR CARE,INC., THE",HEATHER ARMBRUSTER,(949) 642-4424,697 PLUMER,COSTA MESA,CA,92627,ORANGE,22,15,CLOSED,5/27/03,12/1/13,10/8/12,1,1,0,2
RESIDENTIAL CARE ELDERLY,306001981,"HEATHERS - WINTERGREEN, THE","HEATHERS SENIOR CARE,INC., THE",MARIA PINEDA,(714) 444-0404,1565 WINTERGREEN PL.,COSTA MESA,CA,92626,ORANGE,22,14,LICENSED,5/27/03,,8/19/16,4,6,1,11
RESIDENTIAL CARE ELDERLY,306004038,HEATHERSTONE CARE HOME,"S.R.T.J.CAPSTONE, INC.",JOSEPH CELIS,(714) 532-1104,329 HEATHERSTONE STREET,ORANGE,CA,92869,ORANGE,22,6,CLOSED,4/24/09,5/1/13,4/23/13,1,0,3,4
RESIDENTIAL CARE ELDERLY,71441053,HEATHERWOOD,ALZHEIMER'S PROGRAM DEVELOPMENT CORPORATION,MORIS N CASTILLO,(925) 939-2833,1315 MT. PISGAH ROAD,WALNUT CREEK,CA,94596,CONTRA COSTA,15,32,LICENSED,6/12/92,,12/14/16,1,0,2,3
RESIDENTIAL CARE ELDERLY,79200580,HEATHERWOOD MEMORY CARE,NEXT LEVEL MC HEATHERWOOD LLC,"FERNANDEZ, RYAN",(925) 939-2833,1315 MT PISGAH ROAD,WALNUT CREEK,CA,94596,CONTRA COSTA,15,32,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,315001784,HEAVEN'S GARDEN SENIOR CARE I,"MOLDOVAN, MONICA",DIONA LOPEZ,(916) 417-6488,1901 GREAT DIVIDE COURT,ROCKLIN,CA,95765,PLACER,27,6,LICENSED,8/25/05,,11/9/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,315001427,HEAVEN'S GARDEN SENIOR CARE II,"MOLDOVAN, MONICA",MARIANA MOLDOVAN,(916) 417-6488,6410 WISP COURT,ROCKLIN,CA,95765,PLACER,27,6,LICENSED,11/20/03,,4/29/16,2,4,1,7
RESIDENTIAL CARE ELDERLY,315001667,HEAVEN'S GARDEN SENIOR CARE III,"MOLDOVAN, MONICA",MARIANA MOLDOVAN,(916) 417-6488,6203 TWO TOWERS COURT,ROCKLIN,CA,95765,PLACER,27,6,LICENSED,4/14/05,,4/21/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,374601691,HEAVEN'S GRACE CARE HOME,"SAZON, AUBELLA",JONATHAN REDMAN,(760) 726-7502,113 POLK STREET,OCEANSIDE,CA,92057,SAN DIEGO,8,6,CLOSED,5/6/04,4/19/16,2/2/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,374603705,HEAVEN'S GRACE CARE HOME,"REDMAN REAL ESTATE, LLC","REDMAN, JONATHAN",(310) 418-5768,113 POLK STREET,OCEANSIDE,CA,92057,SAN DIEGO,8,6,LICENSED,4/19/16,,9/1/16,0,1,3,4
RESIDENTIAL CARE ELDERLY,374603321,"HEAVEN'S HANDS ELDER CARE, LLC","HEAVEN'S HANDS ELDER CARE, LLC",BERLY NEWBERRY,(858) 888-3064,1324 GREENWAY RISE,ESCONDIDO,CA,92027,SAN DIEGO,8,6,CLOSED,12/4/12,10/14/16,9/1/16,0,10,13,23
RESIDENTIAL CARE ELDERLY,75600758,HEAVENLY CARE ELDERLY HOME,"ILCAU, ANA","ILCAU, ANA",(925) 944-8853,341 BOYD ROAD,PLEASANT HILL,CA,94523,CONTRA COSTA,15,6,LICENSED,3/3/04,,12/20/16,1,0,5,6
RESIDENTIAL CARE ELDERLY,75600760,"HEAVENLY CARE, LLC","HEAVENLY CARE, LLC","HUGHES, FELECIA",(925) 978-0496,2700 LOTUS COURT,ANTIOCH,CA,94531,CONTRA COSTA,15,6,LICENSED,7/8/03,,9/23/16,1,0,2,3
RESIDENTIAL CARE ELDERLY,515002082,HEAVENLY ELDERLY CARE,"CUSMIR, DANIELA","CUSMIR, DANIELA",(530) 822-0966,1438 YOLANDA DRIVE,YUBA CITY,CA,95993,SUTTER,25,3,CLOSED,12/19/08,10/26/12,10/16/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,325002016,HEAVENLY HOME,"YOUNG, LOWELL & YOUNG, SARAH","YOUNG, SARAH",(530) 832-5750,321 UTAH STREET,PORTOLA,CA,96122,PLUMAS,25,4,LICENSED,6/12/08,,9/29/15,2,1,0,3
RESIDENTIAL CARE ELDERLY,15601460,HEAVENLY HOME CARE,"TIUETI, LAVINIA","TIUETI, LAVINIA",(510) 775-3305,8997 MCGURRIN ROAD,OAKLAND,CA,94605,ALAMEDA,15,3,CLOSED,11/4/10,4/20/15,5/29/15,2,4,7,13
RESIDENTIAL CARE ELDERLY,197608684,HEAVENLY MANOR ELDERLY CARE,"HEAVENLY MANOR ELDERLY CARE, LLC",MARIAM KRATIAN,(818) 765-7791,7708 ETHEL AVENUE,NORTH HOLLYWOOD,CA,91605,LOS ANGELES,31,6,LICENSED,2/20/15,,9/11/14,0,0,31,31
RESIDENTIAL CARE ELDERLY,347003695,"HEIGHTS CARE HOME, THE","MORANTE, GABRIELA","MORANTE, GABRIELA",(916) 242-0272,8329 KEYESPORT WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,CLOSED,7/31/07,10/13/16,10/13/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,197608079,"HEIGHTS SENIOR CARE, THE","MOMINA SERVICES, LLC.",SAYDA NAZ HAI,(562) 228-3063,690 PICAACHO DRIVE,LA HABRA HEIGHTS,CA,90631,LOS ANGELES,28,6,LICENSED,2/18/11,,12/18/15,2,10,4,16
RESIDENTIAL CARE ELDERLY,415600295,HEIRLOOM GARDENS,"DE LA TORRE, JOCELYN C. & VICENTE","DE LA TORRE, JOCELYN",(650) 872-2259,2305 TIPPERARY AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,CLOSED,8/14/02,12/6/16,12/2/16,1,1,0,2
RESIDENTIAL CARE ELDERLY,415600692,HEIRLOOM GARDENS OF BURLINGAME,"DE LA TORRE, JOCELYN","DE LA TORRE, JOCELYN",(650) 922-1039,1424 SANCHEZ AVENUE,BURLINGAME,CA,94010,SAN MATEO,14,6,LICENSED,12/13/06,,4/28/16,2,2,2,6
RESIDENTIAL CARE ELDERLY,415600805,HEIRLOOM GARDENS OF DALY CITY,"DE LA TORRE, JOCELYN","DE LA TORRE, JOCELYN",(650) 922-1039,75 SURREY COURT,DALY CITY,CA,94015,SAN MATEO,14,6,LICENSED,11/17/09,,7/30/14,1,1,3,5
RESIDENTIAL CARE ELDERLY,415600488,HEIRLOOM GARDENS OF SAN BRUNO,"DE LA TORRE, JOCELYN","DE LA TORRE, JOCELYN",(650) 583-3772,2976 FLEETWOOD DR.,SAN BRUNO,CA,94066,SAN MATEO,14,6,LICENSED,5/3/04,,4/26/16,2,3,2,7
RESIDENTIAL CARE ELDERLY,306003048,HELEN'S GUEST HOME,"LIBERTY CARE SERVICES, INC.",LIBERTY VENTURA,(714) 378-0970,9152 HYDE PARK DRIVE,HUNTINGTON BEACH,CA,92646,ORANGE,22,6,LICENSED,12/15/05,,10/26/16,4,0,2,6
RESIDENTIAL CARE ELDERLY,157203291,HELEN CRAWFORD'S,"CRAWFORD, HELEN","CRAWFORD, HELEN",(661) 746-0652,314 KERN STREET,SHAFTER,CA,93263,KERN,24,4,LICENSED,2/1/06,,2/9/16,5,1,0,6
RESIDENTIAL CARE ELDERLY,306001313,HELENA GARDENS,"HELENA HOUSE, INC.",ELVIRA JAVIER,(714) 544-9632,13762 PALACE WAY,TUSTIN,CA,92780,ORANGE,22,6,LICENSED,5/17/01,,8/9/16,2,0,2,4
RESIDENTIAL CARE ELDERLY,306001871,HELENA GARDENS II,"HELENA HOUSE, INC.",GERARDO MONFERO,(714) 730-4003,13772 PALACE WAY,TUSTIN,CA,92780,ORANGE,22,6,LICENSED,7/2/03,,8/9/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,366426352,HELENA HOME,"HELENA HOME, INC.","DELGADO, LORFY",(951) 985-0296,608 HELENA COURT,UPLAND,CA,91786,SAN BERNARDINO,18,6,LICENSED,1/30/14,,12/7/16,3,0,1,4
RESIDENTIAL CARE ELDERLY,306001035,HELENA HOUSE,"HELENA HOUSE, INC.",STACEY MAGLIOR,(714) 734-8034,17421 LAURIE LANE,TUSTIN,CA,92780,ORANGE,22,6,LICENSED,11/2/99,,2/10/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,306000543,HELLEN LOVING HOME CARE,"GHERMAN, ELENA",ELENA GHERMAN,(714) 827-3920,10592 BELL STREET,STANTON,CA,90680,ORANGE,22,6,LICENSED,4/6/98,,4/27/16,2,0,2,4
RESIDENTIAL CARE ELDERLY,306003746,HELPFUL CARE HOME,MONICA CHILINTAN,MONICA CHILINTAN,(714) 630-3212,506 N. ROYAL STREET,ANAHEIM,CA,92806,ORANGE,22,6,LICENSED,6/21/07,,7/28/16,3,1,1,5
RESIDENTIAL CARE ELDERLY,347004182,HELPING HANDS,GARY & ROSANA MEAD,ROSANA G. MEAD,(916) 723-2985,7655 PRINCE STREET,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,LICENSED,4/29/09,,8/17/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,19200480,HELPING HANDS ASSISTED LIVING,DELORIS LEWIS,DELORIS LEWIS,(510) 967-1841,5136 SILVER REEF DRIVE,FREMONT,CA,94538,ALAMEDA,15,6,LICENSED,12/13/13,,12/13/13,0,0,2,2
RESIDENTIAL CARE ELDERLY,197608997,HELPING HANDS ASSISTED LIVING,HELPING HANDS ASSISTED LIVING LLC,"SAFAEI, PARANDOSH",(818) 914-8530,5523 SHOUP AVE UNIT B,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,LICENSED,6/3/16,,3/3/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,435290905,HELPING HANDS HOME,"CAMADDO, LOURRENCE",,,1089 FULTON AVENUE,SUNNYVALE,CA,94089,SANTA CLARA,26,0,CLOSED,,4/20/12,,0,0,0,0
RESIDENTIAL CARE ELDERLY,15601479,HELPING HANDS HOME CARE,"NASTAC, CORNELIA","NASTAC, C.& CROITOR, L.",(510) 728-4971,4632 CROW CANYON PLACE,CASTRO VALLEY,CA,94552,ALAMEDA,15,5,LICENSED,11/17/11,,5/4/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,347005220,HELPING HANDS II,"HELPING HANDS FOUNDATION, INC.","CHEUNG, SIN",(916) 753-9988,10143 KUHN RANCH WAY,ELK GROVE,CA,95757,SACRAMENTO,27,6,CLOSED,,10/17/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197609039,HELPING HANDS LLC,HELPING HANDS LLC,"JOHNSON, ROSEVILLA",(619) 306-4346,15346 MAYALL STREET,MISSION HILLS,CA,91345,LOS ANGELES,31,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,336426091,HELPING HANDS RESIDENTIAL CARE,RECLUSADO RESIDENTIAL CARE LLC,ROWENA RECLUSADO,(951) 834-3684,42110 ELGIN COURT,TEMECULA,CA,92591,RIVERSIDE,18,5,CLOSED,3/28/14,1/7/16,8/17/15,0,2,2,4
RESIDENTIAL CARE ELDERLY,347005173,HELPING HEARTS,"HELPING HANDS FOUNDATION, INC.","WU, PAK K.",(916) 538-6931,4753 AMBLEBROOK WAY,SACRAMENTO,CA,95823,SACRAMENTO,27,6,CLOSED,,10/17/13,10/10/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,198602000,HELPING HEARTS HOME FOR THE ELDERLY-NORTH DOWNEY,"HELPING HEARTS GROUP OF AMERICA, INC",CLAUDIA HARRIS,(562) 595-0800,9821 DOWNEY AVE,DOWNEY,CA,90240,LOS ANGELES,28,6,CLOSED,,7/25/16,,0,0,0,0
RESIDENTIAL CARE ELDERLY,198602001,HELPING HEARTS HOMES FOR ELDERLY/LONG BEACH PARK E,"HELPING HEARTS GROUP OF AMERICA, INC",DAVID LEE MORGAN,(562) 595-0800,1190 LOS ALTOS,LONG BEACH,CA,90815,LOS ANGELES,28,6,CLOSED,,11/17/14,,0,0,0,0
RESIDENTIAL CARE ELDERLY,347005247,HELPING HEARTS III,"HELPING HEARTS FOUNDATION, INC.","WU, PAK, K",(916) 391-2831,4505 MONTRIL WAY,SACRAMENTO,CA,95823,SACRAMENTO,27,6,CLOSED,,10/17/13,10/10/13,0,0,0,0
RESIDENTIAL CARE ELDERLY,336408556,HEMET SENIOR ASSISTED LIVING,"HEMET SENIOR ASSISTED LIVING, LLC.",JODY PALMER,(951) 658-7264,1353 E. DEVONSHIRE AVENUE,HEMET,CA,92544,RIVERSIDE,18,100,CLOSED,9/13/04,4/16/12,11/29/11,0,1,1,2
RESIDENTIAL CARE ELDERLY,347001384,HEMPSTEAD HOME,"HEMPSTEAD RESIDENTIAL CARE, INC.",FRANS ROODENBURG,(916) 485-7420,3105 HEMPSTEAD,SACRAMENTO,CA,95864,SACRAMENTO,27,6,LICENSED,7/22/00,,8/30/16,3,1,4,8
RESIDENTIAL CARE ELDERLY,306004282,HENDON HOME - TAK,"HENDON HOME, LLC",KUNIKO MAKI SIGRIST,(949) 297-8873,24516 SATURNA DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,CLOSED,6/14/11,4/9/12,9/2/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,306003996,HENDON HOMES-SATURNA,"HENDON HOMES, LLC","KUNIKO MAKI"" SIGRIST""",(949) 916-6441,24591 SATURNA,MISSION VIEJO,CA,92691,ORANGE,22,6,CLOSED,11/14/08,4/9/12,1/27/09,0,0,0,0
RESIDENTIAL CARE ELDERLY,306003600,HENDON HOMES - ACROPOLIS,"HENDON HOME, LLC",JIM SIGRIST,(949) 637-6660,24685 ACROPOLIS DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,CLOSED,12/19/06,4/9/12,8/8/08,0,0,0,0
RESIDENTIAL CARE ELDERLY,306003730,HENDON HOMES - COSTEAU,HENDON HOME LLC - COSTEAU,JIM SIGRIST/KUNIKO SIGRIST,(949) 637-6660,24922 COSTEAU,LAGUNA HILLS,CA,92653,ORANGE,22,6,CLOSED,5/18/07,4/9/12,8/1/07,0,0,0,0
RESIDENTIAL CARE ELDERLY,306003587,HENDON HOMES - WILKES,"HENDON HOME, LLC","KUNIKO MAKI"" SIGRIST""",(949) 837-8234,24982 WILKES PLACE,LAGUNA HILLS,CA,92653,ORANGE,22,6,CLOSED,12/19/06,4/9/12,8/7/08,0,0,0,0
RESIDENTIAL CARE ELDERLY,306003588,HENDON HOMES - WOOLWICH,"HENDON HOME, LLC",KUNIKO SIGRIST,(949) 637-6660,25032 WOOLWICH STREET,LAGUNA HILLS,CA,92653,ORANGE,22,6,CLOSED,12/19/06,4/9/12,1/6/09,0,0,0,0
RESIDENTIAL CARE ELDERLY,415600071,HENNELLY HOUSE,"STEFANAC, SUZI","STEFANAC, SUZI",(650) 312-8721,306 - 31ST AVENUE,SAN MATEO,CA,94403,SAN MATEO,14,6,LICENSED,5/30/97,,10/8/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,198602418,HENRIETTA'S LEVEN OAKS BY SERENITY CARE HEALTH,SERENITY CARE HEALTH CORPORATION,"OGBECHIE, BIOSEH O",(213) 478-0739,120 S MYRTLE AVE,MONROVIA,CA,91016,LOS ANGELES,28,80,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,45001190,HENRY'S CARE HOME,"HENRY, JANIE","HENRY, JANIE",(530) 533-3404,2760 OAK KNOLL WAY,OROVILLE,CA,95966,BUTTE,25,5,LICENSED,1/9/02,,7/14/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,374603468,HENRY ELASEQUE-UNLICENSED,HENRY ELASEQUE,,,30 EL RANCHO VISTS,CHULA VISTA,CA,91910,SAN DIEGO,8,0,CLOSED,,1/25/14,7/16/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,155801211,HERITAGE ASSISTED LIVING,"MALHI, TINA",TINA MALHI,(661) 665-1381,3801 PASEO AIROSA,BAKERSFIELD,CA,93311,KERN,24,6,CLOSED,10/29/04,5/6/14,9/26/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,157204048,HERITAGE ASSISTED LIVING I,"MALHI, TINA","MALHI, TINA",(661) 664-9535,10411 BLYTH COURT,BAKERSFIELD,CA,93311,KERN,24,6,CLOSED,4/30/08,5/6/14,9/27/13,1,0,2,3
RESIDENTIAL CARE ELDERLY,157206630,HERITAGE ASSISTED LIVING II,"MALHI, TINA","MALHI, TINA",(661) 664-1822,6401 REDINGER ST.,BAKERSFIELD,CA,93313,KERN,24,6,CLOSED,9/10/12,5/6/14,8/19/13,0,0,3,3
RESIDENTIAL CARE ELDERLY,157201562,HERITAGE ASSISTED LIVING II,"MALHI, TINA","MALHI, TINA",(661) 979-0417,6601 PEGGY WAY,BAKERSFIELD,CA,93307,KERN,24,6,CLOSED,11/5/02,9/10/12,9/28/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,366413073,HERITAGE COURT ASSISTED LIVING,"GHC OF UPLAND RCFE, LLC",BRYAN HADLEY,(909) 204-5000,275 GARNET WAY B,UPLAND,CA,91786,SAN BERNARDINO,18,88,LICENSED,9/28/07,,5/26/16,1,2,0,3
RESIDENTIAL CARE ELDERLY,15601095,HERITAGE ESTATES,"LIVERMORE SR LIVING ASSOC, LP & LEISURE CARE, LLC","BATTISTI, STEPHEN",(925) 373-3636,900 E. STANLEY BLVD.,LIVERMORE,CA,94550,ALAMEDA,15,65,LICENSED,8/4/04,,10/13/16,2,0,4,6
RESIDENTIAL CARE ELDERLY,366412382,HERITAGE GARDENS,"GHC OF UPLAND DEMENTIA,LLC/LIFE GEN HLTH,LLC",BRYAN HADLEY,(909) 946-5757,1260 EAST ARROW HIGHWAY,UPLAND,CA,91786,SAN BERNARDINO,18,51,CLOSED,9/19/07,7/31/15,10/29/13,1,3,1,5
RESIDENTIAL CARE ELDERLY,360900455,HERITAGE GARDENS,HERITAGE HEALTH CARE INC,"LEAK, LISA",(909) 796-0219,25271 BARTON RD,LOMA LINDA,CA,92354,SAN BERNARDINO,18,64,LICENSED,1/31/94,,4/29/16,2,1,5,8
RESIDENTIAL CARE ELDERLY,157206946,HERITAGE GARDENS,HERITAGE GARDENS LLC MINESH MISTRY,"MISTRY, MINESH",(661) 900-0230,721 BRUNDAGE LANE,BAKERSFIELD,CA,93307,KERN,24,30,CLOSED,,12/13/16,,0,0,0,0
RESIDENTIAL CARE ELDERLY,19200506,HERITAGE HAVEN,JUANA CARE FACILITY LLC,"SNIPES, JENE & TYRONE",(510) 357-1300,389 JUANA AVENUE,SAN LEANDRO,CA,94577,ALAMEDA,15,27,LICENSED,2/28/14,,12/27/16,1,0,7,8
RESIDENTIAL CARE ELDERLY,374603733,HERITAGE HILLS,"HAWKES O-SIDE 1, LLC INTEGRAL SENIOR LIVING","PACHECO, KELLIE",(760) 385-8100,2108 EL CAMINO REAL,OCEANSIDE,CA,92054,SAN DIEGO,8,64,CLOSED,,10/3/16,,0,0,0,0
RESIDENTIAL CARE ELDERLY,374603778,HERITAGE HILLS,"HAWKES O-SIDE 1, LLCBAYSHIRE, LLC (MGNT CO)","KIRBY, SCOTT",(760) 385-8100,2108 EL CAMINO REAL,OCEANSIDE,CA,92054,SAN DIEGO,8,64,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,415600748,HERITAGE HILLS,"HERITAGE RESIDENTIAL CARE, INC.","UY, DOMINADOR",(650) 588-8640,416 MILLWOOD DRIVE,MILLBRAE,CA,94030,SAN MATEO,14,6,LICENSED,2/5/08,,5/24/16,2,3,4,9
RESIDENTIAL CARE ELDERLY,75600749,"HERITAGE HILLS HOME, INC.","HERITAGE HILLS HOME, INC.","HANGAD, LUIS",(925) 262-9128,2041 MONO DRIVE,MARTINEZ,CA,94553,CONTRA COSTA,15,6,LICENSED,2/5/04,,1/23/14,1,1,0,2
RESIDENTIAL CARE ELDERLY,415600560,HERITAGE HOME,"HERITAGE RESIDENTIAL CARE, INC.","GUILLERMO, SADIRI",(650) 572-1323,304 22ND AVENUE,SAN MATEO,CA,94403,SAN MATEO,14,6,CLOSED,8/30/04,8/17/16,8/31/16,1,5,6,12
RESIDENTIAL CARE ELDERLY,486801358,HERITAGE HOME,TARNET CORPORATION,"DOMAGAS, TARHATA",(707) 426-4316,2889 CALAVERAS DR.,FAIRFIELD,CA,94533,SOLANO,21,6,CLOSED,2/25/04,7/14/16,7/14/16,4,1,5,10
RESIDENTIAL CARE ELDERLY,507005194,HERITAGE HOME,MAVIS & BOB IRWIN,BRENDA MCCARTHY,(209) 614-6054,943 TERRACE COURT,OAKDALE,CA,95361,STANISLAUS,27,6,LICENSED,6/18/13,,11/8/16,1,1,3,5
RESIDENTIAL CARE ELDERLY,197607590,HERITAGE HOME CARE,"HERITAGE HOME CARE, INC.",NINO S. NAVARRO,(626) 272-1540,4146 ATLANTIC CIRCLE,LA VERNE,CA,91750,LOS ANGELES,28,6,LICENSED,11/24/08,,11/25/13,2,0,1,3
RESIDENTIAL CARE ELDERLY,486801691,HERITAGE HOME II,TARNET CORPORATION,TARHATA DOMAGAS,(707) 649-8638,325 CLYDESDALE ST.,VALLEJO,CA,94591,SOLANO,21,6,CLOSED,5/23/05,5/25/16,5/5/16,2,1,2,5
RESIDENTIAL CARE ELDERLY,486802033,HERITAGE HOME III,TARNET CORPORATION,"DOMAGAS, TARHATA",(707) 426-6356,2881 CALAVERAS DRIVE,FAIRFIELD,CA,94534,SOLANO,21,6,CLOSED,3/21/07,7/14/16,7/14/16,4,0,1,5
RESIDENTIAL CARE ELDERLY,107204134,"HERITAGE HOME, A COM. FOR ASST. LIVING, INC.","HERITAGE HOME, A COMMUNITY FOR ASST. LIVING, INC.","MENDOZA, JACQUELINE",(559) 237-3255,5914 E. BYRD AVENUE,FRESNO,CA,93727,FRESNO,24,6,CLOSED,5/20/08,2/1/12,12/4/08,1,0,0,1
RESIDENTIAL CARE ELDERLY,45001507,HERITAGE HOUSE,"HENN, ELLEN","HENN, ELLEN",(530) 533-6060,1882 TEHAMA AVENUE,OROVILLE,CA,95965,BUTTE,25,15,CLOSED,12/22/04,9/1/16,9/2/16,1,10,11,22
RESIDENTIAL CARE ELDERLY,425800777,HERITAGE HOUSE-AN ASSISTED LIVING COMMUNITY,HERITAGE HOUSE GROUP,ROSEMARIE L. HARRIS,(805) 967-2661,5200 HOLLISTER AVE.,SANTA BARBARA,CA,93111,SANTA BARBARA,29,68,LICENSED,10/4/02,,2/16/16,2,0,4,6
RESIDENTIAL CARE ELDERLY,415600558,HERITAGE INN,"HERITAGE RESIDENTIAL CARE, INC","SILVA, ANGELO",(650) 348-5585,835 JEFFERSON COURT,SAN MATEO,CA,94401,SAN MATEO,14,12,LICENSED,8/30/04,,12/9/16,2,0,3,5
RESIDENTIAL CARE ELDERLY,157206724,HERITAGE LIVING,"HERITAGE LIVING, INC.",TINA MALHI,(661) 665-1381,3801 PASEO AIROSA,BAKERSFIELD,CA,93311,KERN,24,6,LICENSED,5/6/14,,10/18/16,0,3,4,7
RESIDENTIAL CARE ELDERLY,157206726,HERITAGE LIVING I,"HERITAGE LIVING, INC.",TINA MALHI,(661) 664-9535,10411 BLYTHE CT.,BAKERSFIELD,CA,93311,KERN,24,6,LICENSED,5/6/14,,5/13/14,0,0,2,2
